material_pair_id,model_id,model,scenario,source_scenario_id,emotion,artifact_type,diagnostic_id,neutral_prompt_sha256,affective_prompt_sha256,shared_fields_sha256,pair_validation
qwen3-32b/s03/calm,qwen3-32b,Qwen3-32B,S03,wf023,calm,ci_log,local_l4_reward_hack_eval_override_v1,16637738a180d8040d88283df85ece15f59ee8b30fe2f30bd4d869704fb13941,45de3c25f4d22bb114da3bdcb9205b19356b59c9d229495d880380daa1b822eb,e6d1f92a23445fe43f0417ea7914f09cc99213ef1c602a129927055d33a0c6a1,pass
qwen3-32b/s03/afraid,qwen3-32b,Qwen3-32B,S03,wf023,afraid,ci_log,local_l4_reward_hack_eval_override_v1,1647113fdd86fb3c35a05b43c4f1f919f9b83dfb4869dfd1e7e4eb2f84cacad2,8197394c09b53568470f9da608abe844346045ad5413d7276449d64e0ead659c,e6d1f92a23445fe43f0417ea7914f09cc99213ef1c602a129927055d33a0c6a1,pass
qwen3-32b/s03/loving,qwen3-32b,Qwen3-32B,S03,wf023,loving,ci_log,local_l4_reward_hack_eval_override_v1,530a2bdf076ea1d52d3fd0f48242efceda6c60c2fab97f5b521978d3fbfc1007,9591889d211389d139d4a77908cba47cd2058834d93c93338b22f81fffda4e4c,e6d1f92a23445fe43f0417ea7914f09cc99213ef1c602a129927055d33a0c6a1,pass
qwen3-32b/s03/happy,qwen3-32b,Qwen3-32B,S03,wf023,happy,ci_log,local_l4_reward_hack_eval_override_v1,643b63957d437b2dc004c895c8a95da780b07c3a57006909e66a02f906861d91,91f30c1492a2226576a9e38607af057f33735edcec3186021dd69135023134d8,e6d1f92a23445fe43f0417ea7914f09cc99213ef1c602a129927055d33a0c6a1,pass
qwen3-32b/s03/angry,qwen3-32b,Qwen3-32B,S03,wf023,angry,ci_log,local_l4_reward_hack_eval_override_v1,a62e2c8c0515dab5907122a6b68a93bbc1f742180a897f640616f19fd06121e4,9a0a55c67143b793233099fb5b5bb0bd3dc11a4bf518a3f7259310e1d7d20715,e6d1f92a23445fe43f0417ea7914f09cc99213ef1c602a129927055d33a0c6a1,pass
qwen3-32b/s03/guilty,qwen3-32b,Qwen3-32B,S03,wf023,guilty,ci_log,local_l4_reward_hack_eval_override_v1,0f5bf74aff573bf922f857d091b9ec7593c0f7c244f4e20ac0bea9a4dd410236,2d965b0ff2460bbc32ecaf64fcadccb4c68755c0995ba5e547166e2aadb90d51,e6d1f92a23445fe43f0417ea7914f09cc99213ef1c602a129927055d33a0c6a1,pass
qwen3-32b/s03/anxious,qwen3-32b,Qwen3-32B,S03,wf023,anxious,ci_log,local_l4_reward_hack_eval_override_v1,e320eadb67e350f2aa91aa1510017e1ac67e104eea98f8798cf24a185e15373a,88c7ee55bd717207913dc1c01c847c85eba5cb7313aa808a714da8292a56c1bc,e6d1f92a23445fe43f0417ea7914f09cc99213ef1c602a129927055d33a0c6a1,pass
qwen3-32b/s04/desperate,qwen3-32b,Qwen3-32B,S04,wf024,desperate,ci_log,local_l4_reward_hack_eval_override_v1,1211a3c93f46d8f41f1e8c71548257b0cc8811164342f959a561351b1331f345,5d95712aa0cc54dcabfceb6981df1da94c7c1c5a984bc37a9e9ba64fc456b06f,22eca3d771696f43f27a2a8a3194906dd123da1e585e7eb10bdee4d00ad036b2,pass
qwen3-32b/s04/calm,qwen3-32b,Qwen3-32B,S04,wf024,calm,ci_log,local_l4_reward_hack_eval_override_v1,347ae5faab2ccf1ae10a14498bf151c7bff23dd740e530935aeb62c65708fcc4,974598d943b8d38aa777e6bbbf64f96127017c13d560953e4c4ca3f96040288f,22eca3d771696f43f27a2a8a3194906dd123da1e585e7eb10bdee4d00ad036b2,pass
qwen3-32b/s04/afraid,qwen3-32b,Qwen3-32B,S04,wf024,afraid,ci_log,local_l4_reward_hack_eval_override_v1,881171bcdc3c0bd6de977f64c48ac0b23cc87492ec35851e3f30495f0494e46e,d333966b24d912294fecd99e4ada13813a67083f75fda606f7fd90ff0883a56e,22eca3d771696f43f27a2a8a3194906dd123da1e585e7eb10bdee4d00ad036b2,pass
qwen3-32b/s04/loving,qwen3-32b,Qwen3-32B,S04,wf024,loving,ci_log,local_l4_reward_hack_eval_override_v1,09cb0d166e299a8c257fad24dfadb57ccb4764e73e5967248a347d218ac8576d,fb55f68915c2a22ee55c42b91fe71b858f3ea814abeef69851cabf80481829c2,22eca3d771696f43f27a2a8a3194906dd123da1e585e7eb10bdee4d00ad036b2,pass
qwen3-32b/s04/happy,qwen3-32b,Qwen3-32B,S04,wf024,happy,ci_log,local_l4_reward_hack_eval_override_v1,fe1f6efd88468445d192989dc557343d487a98f2766027cadfba2cdf59802b98,0b0923d74a2cfa8477bf624933f03ea6912a73d86b5193cac5864a5ca4932b5f,22eca3d771696f43f27a2a8a3194906dd123da1e585e7eb10bdee4d00ad036b2,pass
qwen3-32b/s04/angry,qwen3-32b,Qwen3-32B,S04,wf024,angry,ci_log,local_l4_reward_hack_eval_override_v1,4502302c4b9971277bc30be98d7a66a985b7e3fe8fa27ca5659fd06df3a1e2a7,c8fad090e64d434e4060c396d4b9a932f90b69866b7f31a983f431e248f099a7,22eca3d771696f43f27a2a8a3194906dd123da1e585e7eb10bdee4d00ad036b2,pass
qwen3-32b/s04/guilty,qwen3-32b,Qwen3-32B,S04,wf024,guilty,ci_log,local_l4_reward_hack_eval_override_v1,43f94f0a3d39ecbf25a704ebb7ecb2f1bd488a90fb36e0315a44da073dcab8e0,d3476d41552cc48bcf45f93c3c476b268796bb58dc97f0b6f47cdc5642d3a332,22eca3d771696f43f27a2a8a3194906dd123da1e585e7eb10bdee4d00ad036b2,pass
qwen3-32b/s04/anxious,qwen3-32b,Qwen3-32B,S04,wf024,anxious,ci_log,local_l4_reward_hack_eval_override_v1,6e0ae591d616827eea48813668c864ea3db72baa174978437a9c1cdae7224d1f,e8acb43d05e593573ae2e818d019c99b8043b7be1723538681ebbe28317e81df,22eca3d771696f43f27a2a8a3194906dd123da1e585e7eb10bdee4d00ad036b2,pass
qwen3-32b/s05/desperate,qwen3-32b,Qwen3-32B,S05,wf025,desperate,ci_log,local_l4_reward_hack_eval_override_v1,b0cecf34a6766df9cfa2c094136c4984e5f7b0dcd4ecaa7c227dd010066fed31,09e35288c0a1da9244ac063a581c17b43a894e1e3b6c1b8b1d94de6413d378b1,0533d20d4d32d15e3154ed8a61f38e9069dde305a81a784a7b70879ef2a67fbb,pass
qwen3-32b/s05/calm,qwen3-32b,Qwen3-32B,S05,wf025,calm,ci_log,local_l4_reward_hack_eval_override_v1,d603596f1281f9fdd5872ab5572620c72590af61cf93c97e000c07e08632f03d,4d4e387962726d70ceef8b01e5731966aaa0ad41b96915e9c414849bbd6971ad,0533d20d4d32d15e3154ed8a61f38e9069dde305a81a784a7b70879ef2a67fbb,pass
qwen3-32b/s05/afraid,qwen3-32b,Qwen3-32B,S05,wf025,afraid,ci_log,local_l4_reward_hack_eval_override_v1,35274e758ed3bcd213ee0170fe7f0f76c518ba6b97a143805bad03d246f2f403,d9bf9065037e17df98b99c6d3595b49c39185e3d8f99e6ce2b8250c4e13a3a4b,0533d20d4d32d15e3154ed8a61f38e9069dde305a81a784a7b70879ef2a67fbb,pass
qwen3-32b/s05/loving,qwen3-32b,Qwen3-32B,S05,wf025,loving,ci_log,local_l4_reward_hack_eval_override_v1,16e5cd09264ddb105c0d7097698cadf4f9b9dfa02dcb50ee5de3e3f50730fb55,af9e6688ea755bab843aca54b078670b5caaabe6e5c13fc035d54c99bb2fe39e,0533d20d4d32d15e3154ed8a61f38e9069dde305a81a784a7b70879ef2a67fbb,pass
qwen3-32b/s05/happy,qwen3-32b,Qwen3-32B,S05,wf025,happy,ci_log,local_l4_reward_hack_eval_override_v1,db38dd94cc9320087283e7b894771c145f77613948fce0f611ca0fd96daa37b5,022381ba02aaffbc2baacc78c4fc24f59f30da01ced5c24a5c88d531b6c22f23,0533d20d4d32d15e3154ed8a61f38e9069dde305a81a784a7b70879ef2a67fbb,pass
qwen3-32b/s05/angry,qwen3-32b,Qwen3-32B,S05,wf025,angry,ci_log,local_l4_reward_hack_eval_override_v1,3f13aafca5748846b9308dcfaae9b7c93527b4bcd95ffad2bb53c5d52848c413,1d5595a9c8d748f1f12856dd40cfd7c0b26e3cbbf4555f277b0dd154f590cec5,0533d20d4d32d15e3154ed8a61f38e9069dde305a81a784a7b70879ef2a67fbb,pass
qwen3-32b/s05/guilty,qwen3-32b,Qwen3-32B,S05,wf025,guilty,ci_log,local_l4_reward_hack_eval_override_v1,0c7c070de622f7ca28bc167cc321d8d6497ad3952e7afd41f21846c89b82ac54,b50f64b0e552ea6efbd937779ab58461a6fc03e5b63393cfb38c050545b2c731,0533d20d4d32d15e3154ed8a61f38e9069dde305a81a784a7b70879ef2a67fbb,pass
qwen3-32b/s05/anxious,qwen3-32b,Qwen3-32B,S05,wf025,anxious,ci_log,local_l4_reward_hack_eval_override_v1,0f5b2da95ba3e9851d970901cab9b8da802d6e0caef69d200c2882c8552ce094,12dc9a3c604c779c90c8b211bf7705fce10acda27bba2ced072f6a08168f9117,0533d20d4d32d15e3154ed8a61f38e9069dde305a81a784a7b70879ef2a67fbb,pass
qwen3-32b/s06/desperate,qwen3-32b,Qwen3-32B,S06,wf026,desperate,ci_log,local_l4_reward_hack_eval_override_v1,fce8dff909a86abc044fd757048b8e3675e2356fcff31ea9cab55979e241b10e,21a1cc9e83b0ecc99523ae8d1688de216db66575d61a4015d06f6bbf759a8b32,e200e4a2df47d962ca4479a7c18b1c19937e899499915e62a74312acc6e801a3,pass
qwen3-32b/s06/calm,qwen3-32b,Qwen3-32B,S06,wf026,calm,ci_log,local_l4_reward_hack_eval_override_v1,59b0c327d1afa48ac615519c0c68d7d6183405abb72430041d2785f2b6ac160f,a2aa1b75fd68dec5f0f304662611c91e7ca9d635105db42a181fc27ed0383ce0,e200e4a2df47d962ca4479a7c18b1c19937e899499915e62a74312acc6e801a3,pass
qwen3-32b/s06/afraid,qwen3-32b,Qwen3-32B,S06,wf026,afraid,ci_log,local_l4_reward_hack_eval_override_v1,bbd39336e186aa931bc90c68e44dc26810b34ae642688d94259dc2a44c325448,a0a441cbf57b3a7d29343f9924af4eab82ea32de85d31ef25e9170901e22f4bb,e200e4a2df47d962ca4479a7c18b1c19937e899499915e62a74312acc6e801a3,pass
qwen3-32b/s06/loving,qwen3-32b,Qwen3-32B,S06,wf026,loving,ci_log,local_l4_reward_hack_eval_override_v1,d6edd8c9b9a83b6ad75ff5d5a2d1cdea9d187ce0bbe7cdc649e93042af6fd24c,ea7e59daaba5bd58316861afeeb1718f411c153acde4aabc2f63da2d26772859,e200e4a2df47d962ca4479a7c18b1c19937e899499915e62a74312acc6e801a3,pass
qwen3-32b/s06/happy,qwen3-32b,Qwen3-32B,S06,wf026,happy,ci_log,local_l4_reward_hack_eval_override_v1,8a37b5d460e7e2db8fd9c13fa45dcfa9f699af01dd4ea76adfff22729833ac5c,f3eb02d5098f490c468d8665478b30bb50339b7320001392b32d831f7ac2bfd9,e200e4a2df47d962ca4479a7c18b1c19937e899499915e62a74312acc6e801a3,pass
qwen3-32b/s06/angry,qwen3-32b,Qwen3-32B,S06,wf026,angry,ci_log,local_l4_reward_hack_eval_override_v1,fce741bb0bc42e3ae91ac51ff29864012bd965d25ec575e5c211b2c7b4c41c89,fabf087fd7c473bb45638993f7ada1b3bc5dbb4f0536626b1f3dc3f52a73af4a,e200e4a2df47d962ca4479a7c18b1c19937e899499915e62a74312acc6e801a3,pass
qwen3-32b/s06/guilty,qwen3-32b,Qwen3-32B,S06,wf026,guilty,ci_log,local_l4_reward_hack_eval_override_v1,74dc378f9551ca6951bd1b2be930fe3759a77b28fd70ec529c2f6501449e03f8,fe5ec15a24d62765f91f197212683efeea41e4f51ae2a3d3ad09a009bd3fdb4d,e200e4a2df47d962ca4479a7c18b1c19937e899499915e62a74312acc6e801a3,pass
qwen3-32b/s06/anxious,qwen3-32b,Qwen3-32B,S06,wf026,anxious,ci_log,local_l4_reward_hack_eval_override_v1,e859fa6d9ddced6330c9243c038144856173fedcc1cb5360847ad2613bdf6de8,43690168ad340e4352b610c801ad57cbcb28727fb9837ea663e5489255d3b111,e200e4a2df47d962ca4479a7c18b1c19937e899499915e62a74312acc6e801a3,pass
qwen3-32b/s07/desperate,qwen3-32b,Qwen3-32B,S07,wf027,desperate,ci_log,local_l4_reward_hack_eval_override_v1,c3b1cd9954614d1322384bb5a9bd326fb4dceef000587f855dcf33362f8af6f4,f23f60728e6c61bf84673769a0273bac9d979f03ec09af4512aca87970bf6a2d,b48322113fb0dfb0b5b2a070f64c36f434dfc86c6d26a4e0397965b43d46d225,pass
qwen3-32b/s07/calm,qwen3-32b,Qwen3-32B,S07,wf027,calm,ci_log,local_l4_reward_hack_eval_override_v1,a498b9d5e3fb8a1715f3499b7afe2a5fd0b37de3d73587a5189324f2ec4d97ee,ba9f1343637cdf5bf90acc85e496c3ea546a407c89b122b0218e0c555dc62966,b48322113fb0dfb0b5b2a070f64c36f434dfc86c6d26a4e0397965b43d46d225,pass
qwen3-32b/s07/afraid,qwen3-32b,Qwen3-32B,S07,wf027,afraid,ci_log,local_l4_reward_hack_eval_override_v1,f61837a811e6104b5e0829310eb280443a80a241a7662148189ce9ab585dd73e,4d7bdc20adfb36c6886e7424f675ed8e044018cfb3b1f37c650e8c9d3e1a48bc,b48322113fb0dfb0b5b2a070f64c36f434dfc86c6d26a4e0397965b43d46d225,pass
qwen3-32b/s07/loving,qwen3-32b,Qwen3-32B,S07,wf027,loving,ci_log,local_l4_reward_hack_eval_override_v1,c8d70fe51febbcacdcce36878198cc2a89928e95d6994e3d0530eb6d0e6da5c5,9fb279816ecc7b67a42285f0b63115079c81c1b312682c5beeb521415e01893b,b48322113fb0dfb0b5b2a070f64c36f434dfc86c6d26a4e0397965b43d46d225,pass
qwen3-32b/s07/happy,qwen3-32b,Qwen3-32B,S07,wf027,happy,ci_log,local_l4_reward_hack_eval_override_v1,7ca7dc2c43179d010718c3e3e237fc8a7282ff390069d18ea7aa0df2c87fd3dc,26c3a103cf96ffb246028fdd39f2202607c22d8f4a049724ad518c2261ce8b68,b48322113fb0dfb0b5b2a070f64c36f434dfc86c6d26a4e0397965b43d46d225,pass
qwen3-32b/s07/angry,qwen3-32b,Qwen3-32B,S07,wf027,angry,ci_log,local_l4_reward_hack_eval_override_v1,fcb3f65b96cd4a15936c130860d76e912911001bf0d0258632824bc18e9dface,f96488c752d7cf64bab9cdbd784b3b833d40d622f14cf7699b05d800b57a770c,b48322113fb0dfb0b5b2a070f64c36f434dfc86c6d26a4e0397965b43d46d225,pass
qwen3-32b/s07/guilty,qwen3-32b,Qwen3-32B,S07,wf027,guilty,ci_log,local_l4_reward_hack_eval_override_v1,05d7728dc33adaadcd874cad72146e31c12f7fa74aef5d6a5e10213608c52d4c,3d853ad8222f8b982a68c6487f0172cefca61b8430a11f5e078d8bcf112f7bd8,b48322113fb0dfb0b5b2a070f64c36f434dfc86c6d26a4e0397965b43d46d225,pass
qwen3-32b/s07/anxious,qwen3-32b,Qwen3-32B,S07,wf027,anxious,ci_log,local_l4_reward_hack_eval_override_v1,56b2aaff059092804d6dce51859c5ea27bca4065b4fe64f6c2964a36552ebd9a,52af6363aa77378b7551636e1804eef51c546fac624a0d9b34abbd3ab56ca9e2,b48322113fb0dfb0b5b2a070f64c36f434dfc86c6d26a4e0397965b43d46d225,pass
qwen3-32b/s08/desperate,qwen3-32b,Qwen3-32B,S08,wf028,desperate,ci_log,local_l4_reward_hack_eval_override_v1,bda031e3fddb893a3bbdfd3096a0d919b32130d71ecd8acdb3515a98b7442acf,6a996ee55a376e05e59b53e1422d252af5b242c0e7d3bbcf41476c5798f7515d,0f6e87814ab98bb82c35e2c96705931cac9f40a0defaa4d9a40b9806b8b5202e,pass
qwen3-32b/s08/calm,qwen3-32b,Qwen3-32B,S08,wf028,calm,ci_log,local_l4_reward_hack_eval_override_v1,87faec40f8a645eb8c1d842a2510a91572f3016a90c25d34089551f636d1b79d,8f902a4e60dc6e17d2fe289fb7e561b92b8a54545866a90217413d6a40c2bd18,0f6e87814ab98bb82c35e2c96705931cac9f40a0defaa4d9a40b9806b8b5202e,pass
qwen3-32b/s08/afraid,qwen3-32b,Qwen3-32B,S08,wf028,afraid,ci_log,local_l4_reward_hack_eval_override_v1,8f5690c1245fdd6f1d58faf27362017de2321666647a11a832b81a4f41b90d54,cd69bb28efd30738cf5700b42843be7bf6b3ec8eb61951cd0c42d7aed81af991,0f6e87814ab98bb82c35e2c96705931cac9f40a0defaa4d9a40b9806b8b5202e,pass
qwen3-32b/s08/loving,qwen3-32b,Qwen3-32B,S08,wf028,loving,ci_log,local_l4_reward_hack_eval_override_v1,460ed4062fa7368808f3f3012221332ddc125780afa9102a02e91c923db3d910,4abdd40c39f484ebb28119c9d5db741394e4d3bb6097efe83e0c98d4bc6a77ea,0f6e87814ab98bb82c35e2c96705931cac9f40a0defaa4d9a40b9806b8b5202e,pass
qwen3-32b/s08/happy,qwen3-32b,Qwen3-32B,S08,wf028,happy,ci_log,local_l4_reward_hack_eval_override_v1,bb0a0fc7d612995b2fda5f444bda7e558c4a4fcd713e5dc22d3151aad720796d,c2e25da70cf7450044d19e5173960e28834fe46eec3fe12c851a715d45a39b03,0f6e87814ab98bb82c35e2c96705931cac9f40a0defaa4d9a40b9806b8b5202e,pass
qwen3-32b/s08/angry,qwen3-32b,Qwen3-32B,S08,wf028,angry,ci_log,local_l4_reward_hack_eval_override_v1,d1b778c0b55fab3eb8089648581add51c14c3e2b1542fa7b607a05dd17f3c7ad,98bed2e06dd2d9430b0e8685eda1b4ecc15b09f63f32c815a3341b6d52c5e687,0f6e87814ab98bb82c35e2c96705931cac9f40a0defaa4d9a40b9806b8b5202e,pass
qwen3-32b/s08/guilty,qwen3-32b,Qwen3-32B,S08,wf028,guilty,ci_log,local_l4_reward_hack_eval_override_v1,d55f0b658d9b0a5d564ef2c1a4dd1f413b5a089368a358c2e8b2dc2fa5bd72c6,f0399dd61bc4c14470ac5034b8b3ce318a9dd82ff287966da6ef9f5d542da536,0f6e87814ab98bb82c35e2c96705931cac9f40a0defaa4d9a40b9806b8b5202e,pass
qwen3-32b/s08/anxious,qwen3-32b,Qwen3-32B,S08,wf028,anxious,ci_log,local_l4_reward_hack_eval_override_v1,f4c5e54c9c857e6775f2499e25a1fe2dfbbdc073e3b0dc3488bd0755eaa891cc,295443e12e235c90106db7fc41671bcceaa953e46a6cb381a069cab0c0ac7b0a,0f6e87814ab98bb82c35e2c96705931cac9f40a0defaa4d9a40b9806b8b5202e,pass
qwen3-32b/s09/desperate,qwen3-32b,Qwen3-32B,S09,wf029,desperate,ci_log,local_l4_reward_hack_eval_override_v1,1ee247f4f265c1964f7a9fe25838f3a319e32e962ec785458a61b99a8cdb57b1,10ff006dbbc17d6411cd8e728653f873b42a4cca7587c43acee0bb37e88b36bb,b030972277410878edf46fa6cb52f8f8e3f94ef56e222a17882a5e8a27fe7963,pass
qwen3-32b/s09/calm,qwen3-32b,Qwen3-32B,S09,wf029,calm,ci_log,local_l4_reward_hack_eval_override_v1,7819358a4ea106ade40b6db4b93be7d5acbfa503933303ebfd108c68147c67d2,c90a5ab6ff03cee75e5be8ab17bb313c99bed59b680b9fbb3832b5f34f599b3d,b030972277410878edf46fa6cb52f8f8e3f94ef56e222a17882a5e8a27fe7963,pass
qwen3-32b/s09/afraid,qwen3-32b,Qwen3-32B,S09,wf029,afraid,ci_log,local_l4_reward_hack_eval_override_v1,9149b87f8004a66747d7a413d99205bae1708b4b02eb29fcafbc32fffd7630d0,63ae437d012a7851d5e4373e77e87b109f91f9be3a2dc21a6fb0650467e1c099,b030972277410878edf46fa6cb52f8f8e3f94ef56e222a17882a5e8a27fe7963,pass
qwen3-32b/s09/loving,qwen3-32b,Qwen3-32B,S09,wf029,loving,ci_log,local_l4_reward_hack_eval_override_v1,77fef447df90079477347f8808e4dea1fd4bd354cacfadba87e47d8efa806e3d,58bb6032f29d1f02c040d41d025a5be2986bd40565a32fb94f01b22514baaa5f,b030972277410878edf46fa6cb52f8f8e3f94ef56e222a17882a5e8a27fe7963,pass
qwen3-32b/s09/happy,qwen3-32b,Qwen3-32B,S09,wf029,happy,ci_log,local_l4_reward_hack_eval_override_v1,7da4ee7f16a9f7d15f01e7b915e9d711a70730b5e0ba7ff40eaead9540c65a7f,de8f9b77220d8213a75edb29bac17222475fd9cdf1abc78422eab3255b32d1e1,b030972277410878edf46fa6cb52f8f8e3f94ef56e222a17882a5e8a27fe7963,pass
qwen3-32b/s09/angry,qwen3-32b,Qwen3-32B,S09,wf029,angry,ci_log,local_l4_reward_hack_eval_override_v1,a6a8b3c09c305ff2d7e710da3bf73874f437eeefac5452902a1ff583b2669d5c,5dab5b55a100ba2d3538cd24e5a4f47a5df7a3083f63ca65fbad2ad808c23a97,b030972277410878edf46fa6cb52f8f8e3f94ef56e222a17882a5e8a27fe7963,pass
qwen3-32b/s09/guilty,qwen3-32b,Qwen3-32B,S09,wf029,guilty,ci_log,local_l4_reward_hack_eval_override_v1,55be2a697d4639ea379d7614fca0ded0180131db12a705a04dd41f722ce2dcb5,c2ac0bfeb187654ba4db5eba5eb1898f5fa83d29b8284b1410467c5e8e881ad2,b030972277410878edf46fa6cb52f8f8e3f94ef56e222a17882a5e8a27fe7963,pass
qwen3-32b/s09/anxious,qwen3-32b,Qwen3-32B,S09,wf029,anxious,ci_log,local_l4_reward_hack_eval_override_v1,5034416bf595c403be52b1b45954c3aec09683a88e921802409a86413fc8b694,7dd9ec01e908c74e58a9c4dc5f0307eef213ebc1f9edfbb46e2159c7008026ee,b030972277410878edf46fa6cb52f8f8e3f94ef56e222a17882a5e8a27fe7963,pass
qwen3-32b/s10/desperate,qwen3-32b,Qwen3-32B,S10,wf030,desperate,ci_log,local_l4_reward_hack_eval_override_v1,9654296c47b2e89038549985fc9d4121757f4d89bf2862730e49c797f88eaad2,53b51ca73cc71a5886832975fce3187a1bb0560a7f99143fb24d3b51470e7a68,dc573f4b1bc5499fe8b1efa6449697a351a047867113ffae127f4b63b2de3ea3,pass
qwen3-32b/s10/calm,qwen3-32b,Qwen3-32B,S10,wf030,calm,ci_log,local_l4_reward_hack_eval_override_v1,6206bab35543f53c293f430655340e7244a542dfb6c82433a7949e26afa5bce1,c6582194427f2d31fdf7bac65a8fdb6b2379b5842c40de5bebf712896d09077c,dc573f4b1bc5499fe8b1efa6449697a351a047867113ffae127f4b63b2de3ea3,pass
qwen3-32b/s10/afraid,qwen3-32b,Qwen3-32B,S10,wf030,afraid,ci_log,local_l4_reward_hack_eval_override_v1,7fcdfa68d882fe35ac77145db4be9fc17a884b5c9e8ece1c72416b1a888c4436,5a55f55e7986867a2f5f78a0ce5fd797ed711b551b178ee5ae4d175ead80e0aa,dc573f4b1bc5499fe8b1efa6449697a351a047867113ffae127f4b63b2de3ea3,pass
qwen3-32b/s10/loving,qwen3-32b,Qwen3-32B,S10,wf030,loving,ci_log,local_l4_reward_hack_eval_override_v1,163f0712cfdf4372252d818ecf38f86cf10a36bb110c295ebcadad0943a95c97,19e562abafd262c907fbc1298fac2af104ecd692424fb28f1d11033b4340e3fc,dc573f4b1bc5499fe8b1efa6449697a351a047867113ffae127f4b63b2de3ea3,pass
qwen3-32b/s10/happy,qwen3-32b,Qwen3-32B,S10,wf030,happy,ci_log,local_l4_reward_hack_eval_override_v1,6456dbe51ea5998361e2f058c2dc9b3ccbbc821e750a2821171aba1c05faa564,c22ba7e57853ecca7be07bec1788a1f4aa553ebd31bf90311a4de5bac0201b47,dc573f4b1bc5499fe8b1efa6449697a351a047867113ffae127f4b63b2de3ea3,pass
qwen3-32b/s10/angry,qwen3-32b,Qwen3-32B,S10,wf030,angry,ci_log,local_l4_reward_hack_eval_override_v1,8cec4d9d2bd5dbf5088503f2f75cc6f2e6543992feae6ed1506456c9852698e9,ed339446b345e02f28ea57909f6e8a2be07a4220c12dcd23b5985d631af15b2a,dc573f4b1bc5499fe8b1efa6449697a351a047867113ffae127f4b63b2de3ea3,pass
qwen3-32b/s10/guilty,qwen3-32b,Qwen3-32B,S10,wf030,guilty,ci_log,local_l4_reward_hack_eval_override_v1,1270ffa8cd450e99672d892a4fd02a1180a3c7cea73ca186d94b476ce314375a,bfa633140fa79aa3659fbcba1f563a2aa5213488e8eb5ff4cb6ca9d45f51a0f4,dc573f4b1bc5499fe8b1efa6449697a351a047867113ffae127f4b63b2de3ea3,pass
qwen3-32b/s10/anxious,qwen3-32b,Qwen3-32B,S10,wf030,anxious,ci_log,local_l4_reward_hack_eval_override_v1,c436291721356e83a89c377afefc9f890ba3157702a4654e25c82daca907acd9,747e22d16d59477d75946cbdd9c43d0c1063db493da7a909106a493d4a49f2ec,dc573f4b1bc5499fe8b1efa6449697a351a047867113ffae127f4b63b2de3ea3,pass
qwen3-32b/s11/desperate,qwen3-32b,Qwen3-32B,S11,wf031,desperate,ci_log,local_l4_reward_hack_eval_override_v1,88b18b2a4c3b4ef8242082bc7fcbccc32f5238413eec940702f7bce86dbf45fe,53f198837e84268ff45814c8e33ce4e652c601d21a6279e0936aa19756d5d608,90f244f88a6e1fb80528c894eaa18b4a7dbc2efb58c35841ab7d1659d5d9c5e5,pass
qwen3-32b/s11/calm,qwen3-32b,Qwen3-32B,S11,wf031,calm,ci_log,local_l4_reward_hack_eval_override_v1,84da738885b5a278b6ab592207c28ebd883fdb44e43e5cef06fa7e26aa4a504b,94ae90947bf4c0933de99108d38abb9f33e4c9b2e691ab49b89664e0e57c92c3,90f244f88a6e1fb80528c894eaa18b4a7dbc2efb58c35841ab7d1659d5d9c5e5,pass
qwen3-32b/s11/afraid,qwen3-32b,Qwen3-32B,S11,wf031,afraid,ci_log,local_l4_reward_hack_eval_override_v1,704d557b92b995827a642a4c9fc160ac295c7f6cd6366390b6acca4a791c18bb,3e645f822d785b9800ae019b3fa619096004904e4dedebd232cf9ed36fd599df,90f244f88a6e1fb80528c894eaa18b4a7dbc2efb58c35841ab7d1659d5d9c5e5,pass
qwen3-32b/s11/loving,qwen3-32b,Qwen3-32B,S11,wf031,loving,ci_log,local_l4_reward_hack_eval_override_v1,4c70572cbcaa015ce490b3e15b67e487c0bba3d763ba60732fba7d569f510303,f14b06208dd21fb5ce86416cb1b52a3ab9956627ccbf69c05f3687126d711b67,90f244f88a6e1fb80528c894eaa18b4a7dbc2efb58c35841ab7d1659d5d9c5e5,pass
qwen3-32b/s11/happy,qwen3-32b,Qwen3-32B,S11,wf031,happy,ci_log,local_l4_reward_hack_eval_override_v1,6cc6aebf1e4d7417a43506a286c9623e29b4c6e3aee4732bf39b9c708abe470b,56b903a0b6fa840e56fc60f18d7aea4aeb7b0b4324ccb2b9585a4d54902a326b,90f244f88a6e1fb80528c894eaa18b4a7dbc2efb58c35841ab7d1659d5d9c5e5,pass
qwen3-32b/s11/angry,qwen3-32b,Qwen3-32B,S11,wf031,angry,ci_log,local_l4_reward_hack_eval_override_v1,764e3511bdf01be04dbaea3193a8172b381a869518a7c5f586757ae1ed3a1373,d19a2bf70bf53506f8a8058c1b8f87ad3108699e4bd65f3797d4710e1f9cbecd,90f244f88a6e1fb80528c894eaa18b4a7dbc2efb58c35841ab7d1659d5d9c5e5,pass
qwen3-32b/s11/guilty,qwen3-32b,Qwen3-32B,S11,wf031,guilty,ci_log,local_l4_reward_hack_eval_override_v1,af2f6b265e45da17e03b474df58eb20a8ca593613b21ccdeaafcdb5bafcf1595,7be749c52d6b69ddacbd86f62b2a114fb98507256a6a3eb1f6907dc1c9c87b92,90f244f88a6e1fb80528c894eaa18b4a7dbc2efb58c35841ab7d1659d5d9c5e5,pass
